Line,X,Y,Ch1,Ch2,Ch3,Ch4
Livs0125p_01,287641.16,2476407.68,-8.85,-4.6,-1.95,-0.35
Livs0125p_01,287641.07,2476407.74,-8.75,-4.89,-1.95,-0.35
Livs0125p_01,287640.99,2476407.8,-8.85,-5.28,-2.15,-0.73
Livs0125p_01,287640.9,2476407.87,-9.05,-5.36,-2.52,-1.02
Livs0125p_01,287640.81,2476407.93,-8.83,-5.18,-2.22,-0.74
Livs0125p_01,287640.73,2476407.99,-8.84,-4.89,-2.15,-0.45
Livs0125p_01,287640.64,2476408.05,-8.06,-4.11,-1.36,0.23
Livs0125p_01,287640.55,2476408.1,-9.23,-4.69,-1.64,0.04
Livs0125p_01,287640.45,2476408.15,-9.51,-4.99,-1.93,-0.45
Livs0125p_01,287640.35,2476408.2,-9.7,-5.07,-1.93,-0.46
Livs0125p_01,287640.25,2476408.25,-9.6,-4.87,-2.03,-0.46
Livs0125p_01,287640.15,2476408.3,-9.22,-4.68,-2.03,-0.65
Livs0125p_01,287640.05,2476408.34,-8.82,-4.5,-1.95,-0.54
Livs0125p_01,287639.94,2476408.39,-8.45,-4.39,-1.74,-0.45
Livs0125p_01,287639.84,2476408.44,-7.77,-4.29,-1.65,-0.53
Livs0125p_01,287639.74,2476408.49,-6.8,-3.83,-1.47,-0.24
Livs0125p_01,287639.64,2476408.54,-6.62,-3.82,-1.75,-0.34
Livs0125p_01,287639.53,2476408.58,-6.99,-4.51,-2.13,-0.83
Livs0125p_01,287639.42,2476408.63,-7.39,-4.98,-2.33,-0.92
Livs0125p_01,287639.31,2476408.67,-7.67,-4.98,-2.13,-0.84
Livs0125p_01,287639.2,2476408.71,-7.96,-4.98,-1.84,-0.55
Livs0125p_01,287639.1,2476408.76,-8.45,-5.18,-2.04,-0.75
Livs0125p_01,287638.99,2476408.8,-8.36,-4.88,-2.04,-0.84
Livs0125p_01,287638.88,2476408.84,-8.46,-4.88,-1.94,-0.84
Livs0125p_01,287638.77,2476408.89,-8.16,-4.59,-1.85,-0.63
Livs0125p_01,287638.66,2476408.93,-7.68,-4.39,-1.75,-0.65
Livs0125p_01,287638.54,2476408.97,-7.41,-4.12,-1.45,-0.45
Livs0125p_01,287638.43,2476409.01,-7.7,-4.6,-1.67,-0.55
Livs0125p_01,287638.31,2476409.05,-7.89,-4.69,-1.86,-0.85
Livs0125p_01,287638.2,2476409.09,-8.29,-4.88,-2.24,-1.22
Livs0125p_01,287638.08,2476409.13,-8.66,-4.68,-2.32,-1.31
Livs0125p_01,287637.96,2476409.16,-8.69,-4.4,-2.04,-0.85
Livs0125p_01,287637.85,2476409.2,-8.79,-4.39,-2.04,-0.74
Livs0125p_01,287637.73,2476409.24,-8.79,-4.6,-1.86,-0.64
Livs0125p_01,287637.62,2476409.28,-8.79,-4.78,-1.85,-0.55
Livs0125p_01,287637.5,2476409.31,-8.97,-5.07,-1.76,-0.54
Livs0125p_01,287637.39,2476409.34,-9.47,-5.48,-2.14,-1.04
Livs0125p_01,287637.28,2476409.37,-9.57,-5.37,-2.15,-1.24
Livs0125p_01,287637.17,2476409.4,-9.1,-5,-1.95,-0.95
Livs0125p_01,287637.06,2476409.43,-9.08,-5.18,-2.04,-0.84
Livs0125p_01,287636.94,2476409.46,-8.91,-5,-2.14,-0.74
Livs0125p_01,287636.83,2476409.49,-9,-4.99,-1.95,-0.55
Livs0125p_01,287636.72,2476409.52,-9.21,-5.28,-2.05,-0.75
Livs0125p_01,287636.61,2476409.55,-9.29,-5.18,-1.96,-0.75
Livs0125p_01,287636.49,2476409.57,-9.38,-4.99,-2.25,-0.84
Livs0125p_01,287636.38,2476409.6,-9.11,-4.89,-2.13,-0.74
Livs0125p_01,287636.26,2476409.62,-9,-4.9,-1.95,-0.46
Livs0125p_01,287636.15,2476409.64,-9.1,-4.9,-1.84,-0.45
Livs0125p_01,287636.03,2476409.67,-9.2,-5.1,-1.86,-0.65
Livs0125p_01,287635.91,2476409.69,-9.2,-4.98,-1.96,-0.64
Livs0125p_01,287635.8,2476409.71,-9.09,-4.6,-1.76,-0.55
Livs0125p_01,287635.68,2476409.74,-9,-4.52,-1.77,-0.65
Livs0125p_01,287635.57,2476409.76,-8.81,-4.5,-1.95,-0.55
Livs0125p_01,287635.45,2476409.78,-8.82,-4.71,-1.85,-0.35
Livs0125p_01,287635.33,2476409.8,-8.8,-4.99,-1.94,-0.45
Livs0125p_01,287635.22,2476409.82,-8.81,-5.27,-1.85,-0.54
Livs0125p_01,287635.1,2476409.84,-8.61,-5.28,-1.85,-0.74
Livs0125p_01,287634.98,2476409.86,-8.32,-4.9,-1.66,-0.54
Livs0125p_01,287634.87,2476409.88,-7.84,-4.31,-1.48,-0.45
Livs0125p_01,287634.75,2476409.9,-7.94,-4.21,-1.37,-0.26
Livs0125p_01,287634.64,2476409.92,-8.21,-4.49,-1.48,-0.47
Livs0125p_01,287634.52,2476409.94,-8.14,-4.5,-1.47,-0.47
Livs0125p_01,287634.4,2476409.96,-8.23,-4.89,-1.56,-0.46
Livs0125p_01,287634.29,2476409.97,-8.32,-5.36,-1.55,-0.27
Livs0125p_01,287634.17,2476409.99,-8.23,-5.28,-1.67,-0.16
Livs0125p_01,287634.05,2476410.01,-8.31,-4.89,-1.46,0.03
Livs0125p_01,287633.94,2476410.02,-8.7,-4.8,-1.47,-0.07
Livs0125p_01,287633.82,2476410.04,-8.89,-4.78,-1.57,-0.08
Livs0125p_01,287633.7,2476410.06,-8.99,-4.8,-1.67,-0.16
Livs0125p_01,287633.59,2476410.07,-8.99,-4.89,-1.85,-0.37
Livs0125p_01,287633.47,2476410.09,-9.09,-5.09,-2.05,-0.46
Livs0125p_01,287633.35,2476410.1,-9.17,-5.19,-2.04,-0.64
Livs0125p_01,287633.23,2476410.12,-9.18,-5.19,-2.05,-0.64
Livs0125p_01,287633.11,2476410.13,-9.28,-5.28,-1.95,-0.54
Livs0125p_01,287632.99,2476410.15,-9.38,-5.37,-2.13,-0.66
Livs0125p_01,287632.87,2476410.16,-9.19,-5.17,-2.14,-0.75
Livs0125p_01,287632.74,2476410.18,-8.99,-5.08,-2.25,-0.75
Livs0125p_01,287632.62,2476410.19,-9.1,-5.08,-2.14,-0.76
Livs0125p_01,287632.5,2476410.21,-8.8,-5.07,-2.05,-0.65
Livs0125p_01,287632.38,2476410.22,-8.8,-5.08,-2.04,-0.64
Livs0125p_01,287632.26,2476410.24,-8.71,-5,-2.15,-0.46
Livs0125p_01,287632.14,2476410.25,-8.5,-4.79,-1.94,-0.36
Livs0125p_01,287632.03,2476410.26,-8.7,-4.7,-1.95,-0.46
Livs0125p_01,287631.92,2476410.27,-8.72,-4.5,-1.95,-0.46
Livs0125p_01,287631.81,2476410.28,-8.5,-4.41,-1.75,-0.55
Livs0125p_01,287631.69,2476410.3,-8.41,-4.4,-1.66,-0.55
Livs0125p_01,287631.58,2476410.31,-8.33,-4.3,-1.56,-0.75
Livs0125p_01,287631.47,2476410.32,-8.62,-4.32,-1.75,-0.74
Livs0125p_01,287631.36,2476410.33,-8.62,-4.41,-1.75,-0.65
Livs0125p_01,287631.24,2476410.34,-8.52,-4.52,-1.66,-0.36
Livs0125p_01,287631.13,2476410.35,-8.54,-4.7,-1.85,-0.65
Livs0125p_01,287631.01,2476410.36,-8.44,-4.71,-1.85,-0.75
Livs0125p_01,287630.89,2476410.37,-8.64,-4.89,-2.15,-1.15
Livs0125p_01,287630.77,2476410.38,-9.22,-5.38,-2.82,-1.62
Livs0125p_01,287630.65,2476410.4,-9.03,-5.28,-2.73,-1.32
Livs0125p_01,287630.53,2476410.41,-9.03,-5.18,-2.63,-1.33
Livs0125p_01,287630.41,2476410.42,-8.44,-4.8,-2.15,-1.03
Livs0125p_01,287630.29,2476410.43,-8.08,-4.31,-1.95,-0.75
Livs0125p_01,287630.17,2476410.44,-7.79,-4.13,-1.76,-0.56
Livs0125p_01,287630.06,2476410.44,-7.6,-3.92,-1.46,-0.47
Livs0125p_01,287629.94,2476410.45,-7.58,-4.02,-1.38,-0.37
Livs0125p_01,287629.82,2476410.46,-7.69,-4.23,-1.57,-0.48
Livs0125p_01,287629.71,2476410.47,-7.6,-4.22,-1.47,-0.27
Livs0125p_01,287629.59,2476410.48,-8,-4.42,-1.58,-0.47
Livs0125p_01,287629.48,2476410.48,-7.91,-4.5,-1.67,-0.57
Livs0125p_01,287629.36,2476410.49,-7.9,-4.42,-1.67,-0.55
Livs0125p_01,287629.25,2476410.5,-7.71,-4.51,-1.67,-0.75
Livs0125p_01,287629.13,2476410.51,-7.61,-4.43,-1.57,-0.77
Livs0125p_01,287629.01,2476410.51,-7.43,-4.32,-1.47,-0.76
Livs0125p_01,287628.89,2476410.52,-7.53,-4.21,-1.37,-0.38
Livs0125p_01,287628.78,2476410.53,-7.51,-4.13,-1.37,-0.37
Livs0125p_01,287628.66,2476410.54,-7.73,-3.84,-1.09,-0.27
Livs0125p_01,287628.54,2476410.54,-7.9,-3.84,-1.27,-0.48
Livs0125p_01,287628.42,2476410.55,-8,-3.94,-1.38,-0.58
Livs0125p_01,287628.31,2476410.56,-8,-3.95,-1.47,-0.66
Livs0125p_01,287628.19,2476410.56,-7.81,-3.94,-1.56,-0.65
Livs0125p_01,287628.07,2476410.57,-7.91,-4.23,-1.85,-0.96
Livs0125p_01,287627.96,2476410.58,-7.72,-4.03,-1.75,-0.94
Livs0125p_01,287627.85,2476410.58,-7.91,-4.43,-1.96,-1.05
Livs0125p_01,287627.74,2476410.59,-7.92,-4.42,-1.76,-1.05
Livs0125p_01,287627.63,2476410.6,-7.91,-4.42,-1.66,-0.95
Livs0125p_01,287627.52,2476410.6,-7.42,-4.23,-1.46,-0.76
Livs0125p_01,287627.41,2476410.61,-7.32,-4.03,-1.29,-0.55
Livs0125p_01,287627.3,2476410.61,-7.7,-4.03,-1.28,-0.56
Livs0125p_01,287627.19,2476410.62,-7.89,-4.13,-1.48,-0.56
Livs0125p_01,287627.08,2476410.63,-8.1,-4.03,-1.67,-0.75
Livs0125p_01,287626.97,2476410.63,-7.99,-4.04,-1.67,-0.67
Livs0125p_01,287626.86,2476410.64,-7.9,-3.93,-1.68,-0.56
Livs0125p_01,287626.74,2476410.64,-7.89,-3.93,-1.58,-0.38
Livs0125p_01,287626.63,2476410.65,-8.09,-4.23,-1.77,-0.56
Livs0125p_01,287626.52,2476410.65,-8.29,-4.41,-1.97,-0.84
Livs0125p_01,287626.4,2476410.66,-8.19,-4.22,-1.86,-0.85
Livs0125p_01,287626.29,2476410.66,-8,-4.21,-1.67,-0.75
Livs0125p_01,287626.18,2476410.67,-7.61,-3.92,-1.46,-0.66
Livs0125p_01,287626.06,2476410.67,-7.31,-3.94,-1.38,-0.48
Livs0125p_01,287625.95,2476410.67,-7.12,-3.56,-1.37,-0.46
Livs0125p_01,287625.83,2476410.68,-6.83,-3.26,-1.18,-0.26
Livs0125p_01,287625.71,2476410.68,-7.02,-3.35,-1.48,-0.56
Livs0125p_01,287625.59,2476410.69,-6.84,-3.45,-1.39,-0.47
Livs0125p_01,287625.47,2476410.69,-6.64,-3.26,-1.29,-0.56
Livs0125p_01,287625.35,2476410.7,-6.43,-2.96,-0.89,-0.09
Livs0125p_01,287625.23,2476410.7,-7.21,-3.54,-1.18,-0.36
Livs0125p_01,287625.11,2476410.71,-7.3,-3.75,-1.37,-0.56
Livs0125p_01,287624.99,2476410.71,-7.11,-3.36,-1.18,-0.18
Livs0125p_01,287624.87,2476410.72,-6.74,-2.96,-0.7,0.5
Livs0125p_01,287624.75,2476410.72,-6.54,-3.06,-0.61,0.39
Livs0125p_01,287624.63,2476410.73,-6.26,-3.07,-0.8,0.02
Livs0125p_01,287624.52,2476410.73,-5.96,-2.98,-0.79,-0.27
Livs0125p_01,287624.4,2476410.74,-4.81,-2.48,-0.59,-0.18
Livs0125p_01,287624.28,2476410.74,-4.22,-1.89,-0.23,-0.08
Livs0125p_01,287624.17,2476410.75,-3.93,-1.8,-0.11,-0.07
Livs0125p_01,287624.05,2476410.75,-5.21,-2.19,-0.3,-0.19
Livs0125p_01,287623.93,2476410.76,-6.07,-2.69,-0.7,-0.47
Livs0125p_01,287623.81,2476410.76,-6.66,-3.36,-0.98,-0.56
Livs0125p_01,287623.7,2476410.76,-6.84,-3.74,-1.28,-0.67
Livs0125p_01,287623.58,2476410.77,-6.95,-3.83,-1.37,-0.66
Livs0125p_01,287623.46,2476410.77,-6.95,-3.74,-1.27,-0.56
Livs0125p_01,287623.35,2476410.77,-7.16,-3.85,-1.38,-0.37
Livs0125p_01,287623.23,2476410.78,-6.75,-3.35,-1.1,0.01
Livs0125p_01,287623.11,2476410.78,-6.47,-2.88,-0.8,0.2
Livs0125p_01,287623,2476410.78,-6.27,-2.78,-0.59,0.1
Livs0125p_01,287622.88,2476410.78,-6.77,-2.98,-0.98,-0.19
Livs0125p_01,287622.76,2476410.79,-6.87,-2.97,-1,-0.08
Livs0125p_01,287622.65,2476410.79,-6.78,-3.27,-1.09,-0.19
Livs0125p_01,287622.54,2476410.79,-6.38,-3.08,-0.69,0.02
Livs0125p_01,287622.43,2476410.79,-6.58,-3.36,-0.89,-0.09
Livs0125p_01,287622.32,2476410.79,-6.77,-3.44,-1.09,-0.28
Livs0125p_01,287622.2,2476410.79,-6.86,-3.27,-1.28,-0.47
Livs0125p_01,287622.09,2476410.79,-6.77,-3.26,-1.38,-0.67
Livs0125p_01,287621.98,2476410.79,-6.96,-3.45,-1.47,-0.87
Livs0125p_01,287621.87,2476410.79,-6.86,-3.46,-1.56,-0.66
Livs0125p_01,287621.76,2476410.79,-6.58,-3.36,-1.46,-0.86
Livs0125p_01,287621.65,2476410.79,-6.85,-3.65,-1.38,-0.76
Livs0125p_01,287621.53,2476410.79,-6.77,-3.36,-1.18,-0.65
Livs0125p_01,287621.42,2476410.79,-7.06,-2.39,-0.69,-0.28
Livs0125p_01,287621.31,2476410.8,-7.15,-1.99,-0.51,0.01
Livs0125p_01,287621.2,2476410.8,-6.95,-2.2,-0.41,0.11
Livs0125p_01,287621.08,2476410.8,-6.74,-2.69,-0.98,-0.48
Livs0125p_01,287620.97,2476410.8,-6.46,-2.87,-1,-0.46
Livs0125p_01,287620.85,2476410.8,-5.79,-2.67,-0.8,-0.38
Livs0125p_01,287620.74,2476410.8,-5.38,-2.49,-0.5,-0.07
Livs0125p_01,287620.63,2476410.8,-5.98,-2.97,-0.5,-0.07
Livs0125p_01,287620.52,2476410.8,-6.34,-3.07,-0.71,-0.18
Livs0125p_01,287620.41,2476410.8,-6.53,-3.15,-0.88,-0.08
Livs0125p_01,287620.3,2476410.8,-6.73,-3.26,-0.99,-0.08
Livs0125p_01,287620.19,2476410.8,-6.63,-3.16,-0.99,-0.26
Livs0125p_01,287620.08,2476410.8,-5.46,-2.29,-0.69,0.12
Livs0125p_01,287619.97,2476410.8,-4.58,-1.61,-0.03,0.5
Livs0125p_01,287619.85,2476410.8,-3.52,-0.94,0.57,0.79
Livs0125p_01,287619.74,2476410.8,-2.46,-0.45,0.76,0.99
Livs0125p_01,287619.63,2476410.8,-2.45,-0.55,0.74,0.69
Livs0125p_01,287619.52,2476410.81,-2.95,-1.03,0.45,0.59
Livs0125p_01,287619.41,2476410.81,-3.33,-1.33,0.27,0.41
Livs0125p_01,287619.3,2476410.81,-3.89,-1.61,0.09,0.23
Livs0125p_01,287619.19,2476410.82,-4.86,-2.49,-0.32,-0.07
Livs0125p_01,287619.08,2476410.82,-5.64,-2.86,-0.89,-0.35
Livs0125p_01,287618.97,2476410.82,-6.2,-3.05,-1.08,-0.47
Livs0125p_01,287618.85,2476410.83,-6.2,-2.95,-0.99,-0.27
Livs0125p_01,287618.74,2476410.83,-6.41,-3.36,-1.07,-0.26
Livs0125p_01,287618.64,2476410.83,-6.69,-3.35,-1.27,-0.46
Livs0125p_01,287618.53,2476410.83,-6.68,-3.15,-1.28,-0.47
Livs0125p_01,287618.44,2476410.84,-6.67,-3.15,-1.28,-0.36
Livs0125p_01,287618.34,2476410.84,-6.49,-3.15,-1.08,-0.07
Livs0125p_01,287618.24,2476410.84,-6.69,-3.15,-1.09,-0.26
Livs0125p_01,287618.14,2476410.84,-6.58,-2.85,-0.99,-0.08
Livs0125p_01,287618.04,2476410.85,-6.49,-3.15,-0.89,0.03
Livs0125p_01,287617.94,2476410.85,-6.76,-3.44,-0.97,0.12
Livs0125p_01,287617.84,2476410.85,-7.34,-3.92,-1.47,-0.26
Livs0125p_01,287617.74,2476410.85,-7.74,-4.11,-1.65,-0.46
Livs0125p_01,287617.62,2476410.85,-8.12,-4.41,-1.76,-0.65
Livs0125p_01,287617.51,2476410.85,-8.22,-4.5,-1.67,-0.74
Livs0125p_01,287617.39,2476410.86,-7.74,-4.13,-1.56,-0.64
Livs0125p_01,287617.27,2476410.86,-7.35,-3.82,-1.26,-0.35
Livs0125p_01,287617.15,2476410.86,-7.26,-3.63,-1.37,-0.36
Livs0125p_01,287617.03,2476410.86,-6.98,-3.24,-1.17,-0.17
Livs0125p_01,287616.91,2476410.86,-6.88,-3.45,-0.98,-0.18
Livs0125p_01,287616.8,2476410.86,-6.6,-3.15,-0.89,0.22
Livs0125p_01,287616.68,2476410.86,-6.38,-2.85,-0.89,0.31
Livs0125p_01,287616.56,2476410.86,-6.3,-2.96,-0.97,0.22
Livs0125p_01,287616.44,2476410.86,-6.89,-3.53,-1.27,-0.36
Livs0125p_01,287616.32,2476410.86,-7.36,-3.83,-1.56,-0.93
Livs0125p_01,287616.21,2476410.86,-7.46,-3.93,-1.67,-0.76
Livs0125p_01,287616.09,2476410.86,-7.18,-3.73,-1.47,-0.47
Livs0125p_01,287615.97,2476410.86,-7.19,-3.64,-1.47,-0.75
Livs0125p_01,287615.85,2476410.87,-6.7,-3.44,-1.29,-0.75
Livs0125p_01,287615.74,2476410.87,-6.11,-2.85,-1.09,-0.27
Livs0125p_01,287615.62,2476410.87,-5.73,-2.67,-0.88,-0.35
Livs0125p_01,287615.5,2476410.87,-5.15,-2.38,-0.69,-0.28
Livs0125p_01,287615.38,2476410.87,-5.25,-2.38,-0.79,-0.35
Livs0125p_01,287615.26,2476410.87,-5.84,-2.78,-0.98,-0.47
Livs0125p_01,287615.14,2476410.87,-6.21,-2.96,-1.08,-0.27
Livs0125p_01,287615.02,2476410.87,-5.92,-2.48,-0.7,0.02
Livs0125p_01,287614.9,2476410.87,-4.1,-1.31,-0.21,0.12
Livs0125p_01,287614.78,2476410.87,-1.86,0.42,1.03,0.61
Livs0125p_01,287614.66,2476410.87,2.97,4.08,2.4,1.37
Livs0125p_01,287614.55,2476410.87,6.26,6.7,4.43,2.15
Livs0125p_01,287614.43,2476410.87,9.25,8.63,5.59,2.83
Livs0125p_01,287614.3,2476410.87,11.47,9.9,6.26,2.91
Livs0125p_01,287614.18,2476410.87,11.39,9.5,6.07,2.83
Livs0125p_01,287614.06,2476410.87,9.07,7.19,5.3,2.55
Livs0125p_01,287613.94,2476410.86,6.57,5.15,4.04,1.77
Livs0125p_01,287613.82,2476410.86,4.24,3.33,2.77,1.09
Livs0125p_01,287613.7,2476410.86,1.15,1.19,1.72,0.52
Livs0125p_01,287613.58,2476410.86,-0.48,0.41,0.96,0.42
Livs0125p_01,287613.46,2476410.86,-1.74,-0.45,0.47,0.22
Livs0125p_01,287613.34,2476410.86,-2.12,-0.63,0.17,0.22
Livs0125p_01,287613.23,2476410.86,-2.04,-0.63,-0.02,0.21
Livs0125p_01,287613.13,2476410.86,-2.31,-1.13,-0.2,0.02
Livs0125p_01,287613.02,2476410.86,-2.69,-1.23,-0.32,-0.08
Livs0125p_01,287612.91,2476410.86,-2.1,-0.83,-0.3,-0.26
Livs0125p_01,287612.8,2476410.86,-0.48,0.42,0.17,-0.07
Livs0125p_01,287612.7,2476410.86,1.36,1.58,0.56,-0.15
Livs0125p_01,287612.59,2476410.86,3.31,2.83,0.76,-0.15
Livs0125p_01,287612.48,2476410.86,3.61,3.31,1.53,0.22
Livs0125p_01,287612.37,2476410.86,2.14,1.77,1.54,0.33
Livs0125p_01,287612.26,2476410.86,0.23,0.52,0.85,-0.06
Livs0125p_01,287612.15,2476410.86,-1.51,-0.45,0.38,0.03
Livs0125p_01,287612.03,2476410.86,-2.86,-1.52,-0.02,-0.15
Livs0125p_01,287611.91,2476410.86,-3.42,-1.7,-0.1,-0.15
Livs0125p_01,287611.8,2476410.86,-2.66,-0.92,0,-0.16
Livs0125p_01,287611.69,2476410.87,-0.64,0.41,0.65,0.23
Livs0125p_01,287611.57,2476410.87,2.38,2.35,1.43,0.6
Livs0125p_01,287611.45,2476410.87,6.71,5.05,2.29,0.9
Livs0125p_01,287611.34,2476410.87,8.82,6.2,3.18,1.3
Livs0125p_01,287611.22,2476410.87,9.5,6.6,3.55,1.59
Livs0125p_01,287611.11,2476410.87,7.97,5.73,3.28,1.58
Livs0125p_01,287610.99,2476410.87,5.75,4.48,2.88,1.4
Livs0125p_01,287610.87,2476410.87,1.89,1.98,2.01,0.92
Livs0125p_01,287610.76,2476410.87,-0.12,0.51,1.14,0.63
Livs0125p_01,287610.64,2476410.87,-2.25,-0.83,0.56,0.71
Livs0125p_01,287610.53,2476410.87,-4.19,-2.09,-0.1,0.53
Livs0125p_01,287610.41,2476410.87,-5.34,-2.76,-0.5,0.42
Livs0125p_01,287610.29,2476410.87,-6.6,-3.42,-0.59,0.23
Livs0125p_01,287610.18,2476410.87,-7.27,-3.82,-1.07,-0.16
Livs0125p_01,287610.06,2476410.88,-7.36,-3.91,-1.26,-0.44
Livs0125p_01,287609.94,2476410.88,-7.56,-4.11,-1.36,-0.46
Livs0125p_01,287609.83,2476410.88,-7.19,-3.72,-1.07,-0.25
Livs0125p_01,287609.71,2476410.88,-6.79,-3.44,-0.88,0.04
Livs0125p_01,287609.59,2476410.88,-6.8,-3.54,-1.07,-0.44
Livs0125p_01,287609.47,2476410.89,-6.22,-3.14,-0.99,-0.35
Livs0125p_01,287609.36,2476410.89,-5.55,-2.67,-0.78,-0.25
Livs0125p_01,287609.24,2476410.89,-5.18,-2.37,-0.59,-0.16
Livs0125p_01,287609.12,2476410.89,-4.49,-1.7,-0.5,-0.06
Livs0125p_01,287609.01,2476410.89,-3.71,-1.4,-0.21,-0.16
Livs0125p_01,287608.89,2476410.89,-2.86,-0.73,0.19,-0.06
Livs0125p_01,287608.78,2476410.89,0.52,1.79,1.72,0.79
Livs0125p_01,287608.66,2476410.89,4.76,4.97,3.46,1.76
Livs0125p_01,287608.54,2476410.89,12.09,10.56,5.69,2.93
Livs0125p_01,287608.43,2476410.9,17.1,14.02,8.57,4.1
Livs0125p_01,287608.31,2476410.9,21.06,16.55,9.83,4.48
Livs0125p_01,287608.2,2476410.9,23.58,17.89,10.79,4.76
Livs0125p_01,287608.08,2476410.9,22.22,16.46,9.93,4.27
Livs0125p_01,287607.97,2476410.89,16.23,11.81,8.49,3.6
Livs0125p_01,287607.85,2476410.89,10.34,7.37,5.1,1.85
Livs0125p_01,287607.74,2476410.89,4.65,3.22,3.06,0.7
Livs0125p_01,287607.62,2476410.89,-1.15,-0.45,1.53,0.22
Livs0125p_01,287607.5,2476410.88,-4.43,-2.56,-0.2,-0.36
Livs0125p_01,287607.39,2476410.88,-6.93,-3.93,-0.98,-0.74
Livs0125p_01,287607.27,2476410.88,-8.01,-4.5,-1.76,-1.02
Livs0125p_01,287607.15,2476410.88,-8.76,-4.97,-2.23,-1.31
Livs0125p_01,287607.04,2476410.87,-9.05,-4.9,-2.52,-1.41
Livs0125p_01,287606.92,2476410.87,-8.87,-4.9,-2.43,-1.42
Livs0125p_01,287606.81,2476410.87,-7.7,-4.02,-2.14,-1.32
Livs0125p_01,287606.69,2476410.87,-6.93,-3.44,-1.46,-0.73
Livs0125p_01,287606.58,2476410.87,-5.58,-2.37,-0.6,-0.17
Livs0125p_01,287606.46,2476410.87,-3.47,-0.84,-0.03,0.33
Livs0125p_01,287606.35,2476410.87,-2.4,0.04,0.94,0.79
Livs0125p_01,287606.23,2476410.87,-1.53,0.8,1.15,1
Livs0125p_01,287606.12,2476410.86,-1.52,0.72,1.24,0.81
Livs0125p_01,287606,2476410.86,-2.87,-0.73,0.37,0.21
Livs0125p_01,287605.89,2476410.86,-5.67,-3.24,-0.68,-0.44
Livs0125p_01,287605.78,2476410.86,-7.69,-4.88,-2.14,-1.14
Livs0125p_01,287605.66,2476410.86,-9.42,-5.95,-2.53,-1.14
Livs0125p_01,287605.55,2476410.85,-9.31,-5.56,-2.33,-0.93
Livs0125p_01,287605.44,2476410.85,-8.36,-4.87,-2.04,-0.74
Livs0125p_01,287605.32,2476410.85,-5.93,-2.95,-1.37,-0.36
Livs0125p_01,287605.21,2476410.84,-4.01,-1.49,-0.4,0.13
Livs0125p_01,287605.1,2476410.84,-1.51,0.33,0.56,0.7
Livs0125p_01,287604.98,2476410.84,-0.82,0.62,1.05,1
Livs0125p_01,287604.87,2476410.84,-0.51,0.71,1.24,1.01
Livs0125p_01,287604.76,2476410.84,-1.69,-0.06,0.96,0.52
Livs0125p_01,287604.65,2476410.84,-2.45,-0.53,0.47,0.13
Livs0125p_01,287604.54,2476410.84,-3.7,-1.59,0.09,0.12
Livs0125p_01,287604.43,2476410.84,-4.75,-2.27,-0.41,-0.16
Livs0125p_01,287604.31,2476410.84,-5.82,-2.95,-0.88,-0.35
Livs0125p_01,287604.2,2476410.84,-6.76,-3.53,-1.18,-0.54
Livs0125p_01,287604.09,2476410.83,-6.96,-4.01,-1.37,-0.33
Livs0125p_01,287603.98,2476410.83,-6.96,-4.01,-1.36,-0.45
Livs0125p_01,287603.87,2476410.84,-6.86,-3.9,-1.36,-0.33
Livs0125p_01,287603.75,2476410.84,-6.47,-3.43,-1.27,-0.45
Livs0125p_01,287603.64,2476410.84,-5.49,-2.37,-0.98,-0.35
Livs0125p_01,287603.52,2476410.84,-4.16,-1.11,-0.02,0.32
Livs0125p_01,287603.4,2476410.84,-1.66,0.62,0.46,0.43
Livs0125p_01,287603.29,2476410.85,0.95,2.26,1.91,1.11
Livs0125p_01,287603.17,2476410.85,2.98,3.71,2.49,1.1
Livs0125p_01,287603.06,2476410.85,5.1,4.85,3.06,1.4
Livs0125p_01,287602.94,2476410.85,5.48,5.05,3.08,1.39
Livs0125p_01,287602.83,2476410.85,5.57,5.05,3.27,1.49
Livs0125p_01,287602.72,2476410.85,5.3,4.57,3.08,1.39
Livs0125p_01,287602.6,2476410.86,5.66,4.67,3.26,1.48
Livs0125p_01,287602.49,2476410.86,6.25,4.49,3.07,1.2
Livs0125p_01,287602.38,2476410.86,7.98,5.53,3.45,1.5
Livs0125p_01,287602.26,2476410.86,12.02,8.51,4.91,2.27
Livs0125p_01,287602.15,2476410.86,23.4,17.01,9.63,4.58
Livs0125p_01,287602.04,2476410.86,32.57,24.15,13.68,6.61
Livs0125p_01,287601.92,2476410.86,39.69,29.46,16.39,7.74
Livs0125p_01,287601.81,2476410.86,38.25,27.89,16.47,7.55
Livs0125p_01,287601.69,2476410.86,32.17,23.58,14.44,6.5
Livs0125p_01,287601.57,2476410.87,20.51,15.18,10.5,4.97
Livs0125p_01,287601.45,2476410.87,12.22,9.2,7.32,3.4
Livs0125p_01,287601.33,2476410.87,2.86,2.64,4.52,1.97
Livs0125p_01,287601.22,2476410.87,-1.57,-0.36,1.81,0.61
Livs0125p_01,287601.1,2476410.87,-4.59,-2.27,0.46,0.22
Livs0125p_01,287600.98,2476410.87,-6.22,-3.14,-0.3,0.05
Livs0125p_01,287600.86,2476410.87,-6.51,-3.14,-0.6,-0.06
Livs0125p_01,287600.74,2476410.87,-5.94,-2.48,-0.5,-0.06
Livs0125p_01,287600.63,2476410.87,-4.88,-1.5,0.08,0.42
